clean_text,sentiment
barang diterima sesuai pesanan makasih,positif
lumayan sesuai harga respon penjual kurang lambat brg jg dikirim hri transaksi,netral
produk bagus tingkatkan pengiriman nya percepat bos,positif
bagus sesuai deskripsi,positif
ternyata kanebonya pendek tks,positif
berfungsi baik sesuai,positif
sesuai iklannya terimakasih gan,positif
produk sesuai pesanan terimakasih,positif
sip oke lnjutkan,positif
work well barang sesuai pesanan,positif
sesuai gambar,positif
lap nya kecil lumayan lah,netral
okay ne produk siipp la,positif
lap berfungsi baik seller fast respond,positif
sesuai harapan,positif
barang diterima tks,positif
barang tterimakasih,positif
barang sesuai deskripsi berfungsi baik,positif
sesuai harga cukup membantu bkin video cukup kuat,positif
kualitas nya kurang bagus,negatif
lapak paling mengecewakan mengirim barang sesuai mengirimkan tripod holder penyambung nya kirimkan akhirnya barang menjadi berguna,negatif
keseluruhan minus holdernya lemah,positif
barang packing aman recommended,positif
nice pisan nice pisan memuaskan,positif
barang oke berfungsi deskripsi,positif
barang sesuai deskripsi packing aman rapi harga termurah mungkin murah jadi mudah patah blum dipakai patah sesuai harga lah,netral
bahan bagus ringan packing rapi,positif
barang sesuai psn an knapa kg da dus nya cuma plastik,negatif
recommended seller,positif
mantap pengiriman cepat,positif
mantap harga sesuai packingan bagus,positif
fast response product bagus recommended seller,positif
baik packing rapih barang berfungsi baik,positif
produk mulus kualitas lumayan harga segini,positif
barang sesuai foto packing rapi recommended,netral
barang pecah retak mulus,negatif
barang sesuai pesanan packing rapih aman kondisi barang bagus makasih gan,positif
makasih gan barang,positif
harga bagus produk yg cukup useful gampang dibawa mana,positif
sangat bagus barang gan,netral
sangat puas harga yg murah mengecewakan ringan,positif
barang sesuai fungsional nempel mana cuman build quality nya ancur jepitan hp nya ringkih kokoh takut hp jatuh patah barang murah sesuai fungsinya mayan lah,netral
barang rusak bekas dilem,netral
barang sesuai pesanan terimakasih,positif
barang diterima terimkasih,positif
barang cukup bagus walaupun ternyata sebesar gambar diskripsinya,positif
terima kasih barang diterima sesuai pesanan,positif
terimakasih barangnya datang,positif
barang selamat pake bubble wrap proses lumayan cepat,positif
pesanan diterima baik cepat sukses selalu terimakasih,positif
terimakasih gan akhirnya pesanan,positif
tingkatkan lg kecepatan gan thanks,positif
makasih gan mantap jualannya sesuai deskripsi recommend seller,positif
barangnya bagus trimakasih kak,positif
terimakasih gan barang datang sesuai pesanan berfungsi dengn baik,positif
trimkah brang,positif
sukaa barangnya sesuai harapan walaupun karna kaki nya enteng jd oleng hpnya dikesampingin pengiriman cepat packing rapih,positif
barang diterima gan thx,netral
barang sesuai diskripsi,positif
barang terima thx bos,positif
bagus sesuai gmbr respon baik pengiriman cepat,positif
biar bintang yg berbicara,netral
kurang efektif lumayan pajangan,positif
barang gada,negatif
lumayan megangin pegel,positif
ternyata cocok hp yg inch,netral
barnag nya sudha terima kasih sesuai pesanan,positif
paling suka yg,positif
bagus sesuai diskripsi,positif
produk bagus berkualitas baik respon cepat terima kasih,positif
keren mantap thanks,positif
mantap ak pkir bhan karet tyta plstik so far so good ssuai hrga smoga awet,positif
produk sesuai yg ditawarkan,positif
barang diterima terima kasih banyak,positif
bermanfaat sekali barangnya,positif
bagus kualitas hrga sgini sya rsa sngat baik trimakasih kak,positif
lumayan stand hp lg nonton youtube,positif
produk bekerja baik terima kasih,positif
barang baguss,positif
barang diterima tks,positif
packing baik cm pesannya warna warni yg kirim hitam gpp trma kasih smkn suksen,positif
barang sesuai deskripsi,positif
sesuai harga bermanfaat,positif
turunkan harganya juragan,positif
lumayanlah sesuai harga,netral
bagus sesuai pesanan yg cacad,positif
mantul pengiriman cepat barang mantap,positif
makasih barang udah pengiriman cepat paketnya rapi,positif
mantap sesuai pesenan pcs hitam smua good,positif
memilih pilihan warna warna yg pilih sama sekali dinkirim,negatif
alhamdulillah akhirnya pesanan jg dirmh cepat selamat barangnya baik bagus sukses trs pak bu usahanya kedpn amiin,positif
terima kasih gan paket diterima baik packing rapi jali succes terus gan,positif
terimakasih banyak bos pengiriman cepet bingit,positif
mantap murah meriah barang rekomend ni,positif
barang bagus,netral
mantab harga murah barang murahan,positif
i like,positif
barang sesuai proses pengiriman jne lambat,positif
produk sesuai permintaan,positif
terima kasih banyak,positif
barang sesuai foto deskripsi produk direkomendasikan ojol,positif
barang sesuai psn an,netral
barang dateng cepat diberitahu stock warna yg,positif
god respon n god seller pkoe recomended,positif
medarat selamat paking rapi,positif
barang selamat sampe tujuan terimakasih,positif
lah hehehehehehehehehehehehehe,positif
mantap recommended seller,positif
kurang nempel pd part vinyl,positif
oke makaseh udah datang barang,positif
pesan biji berbagai warna merah biru tua hijau malah dikirim warna hitam semuanya parah,negatif
barang sesuai walaupun sesuai yg minta,positif
alhamdulillah paket sdh sesuai pesanan kesekian kali puas belanja disini mksh bos,positif
mantap gan keren murah,positif
murah meriah top cer kiriman cepat sekali,positif
mantap semoga jdi toko yg hebat,positif
pesanan dah samapai gan barangnya mantap next order,positif
barang lumayan sesuai harga,netral
barang cepat rapi,positif
barang bagus terima kasih dtunggu orderan berikutnya,positif
sesuai harganya,netral
pesanan dah tiba aman makasih,positif
terima kasih barang sesuai harapan sukses terus,positif
produk lumayan sesuai gambar,positif
sip mantap barang sesuai deskripsi puas pokok nya,positif
produk sesuai harapan harga murah,positif
pas sesuai harapann,positif
parah sesuai gambar hitam yg dikirim warna orange brengsek,negatif
lumayan nempel hape yg cover licin,positif
terima kasih barang dah nyampe,positif
sdh terima baik thanks,positif
mantap gan trmksh,positif
sangat baguus,positif
barang sdh lmyn mntap,positif
barang terima baik packing rapi,positif
banyak lengket produk kurang bagus,negatif
terima kasih,positif
oke tempelkan kaca lumayan kuat,positif
bagus ternyata baliknya tempelan stiker kirain sisi nya gurita,positif
barang alhamdulillah terima kasih,positif
sip barang dah sampe cepat,positif
order sesuai picture mksh gan,positif
respon sangat baik barang sesuai deskripsi terima kasih,positif
pengiriman cepat puas,positif
bagus sesuai order mau repeat order tq,positif
done top markotop wele wele,positif
bagus bagus bagus bagus bagus,positif
produk cukup bagus terima kasih,positif
barang terima,positif
barang sesuai iklan cucok,positif
mantap ciammiik,positif
barang sesuai komplit semua thanks,positif
terima kasih banyak pesanan terima,positif
barangnya mkasih gan,positif
murah meriah rekomen produk,positif
pesanan mantap,positif
barang diterima terima kasih banyak,positif
barang kualitas mantap,positif
barangnya lama,positif
barang bagus mantap bos,positif
terimakasih gan barang datang sesuai pesanan,positif
makasih barangsudah proses pengiriman lama,netral
barang sdh ssmpai thanks,positif
warna hitam kebanyakan beli bingung apa padahal hp nya pake hard case semua hahaha,positif
barang bagus sesuai harga deskripsi sayangnya bentuk mlengkung gambar etalase,positif
beli warnanya biru semua aku kira beda eh sama semua oke thanks,netral
murah murahan,positif
produk oke pengiriman lama penjual sempat memasukkan resi palsu mengulur waktu mengecewakan,netral
top top top top top markotop,positif
barang diterima sesuai pesanan makasih,netral
bentuk barang sesuai sama yg gambar kurang lengket,netral
terimakasih gan barang datang sesuai pesanan berfungsi dengn baik,positif
gurita bagus bgs lem nya kuat,positif
nempel sama sekali,negatif
datang nya warna hitam semua pdhal minta warna jg,positif
barang diterima sesuai pesanan thank s,positif
barang udah sampe kualitas baik,positif
blom liat barangnya ckckckcckckckckk,positif
sesuai gambar n no coment liat bintang hehhe,positif
paking mantap pengiriman cepat respon penjual cepat,positif
recomended seller,positif
lumayan semoga sukses,positif
sesuai harga deskripsi,positif
produk sama dijual diluar harga sangat murah nempel motor ojol pengiriman via jne tepat mksh,positif
warna barang yg dipesan sdg kosong,netral
trimksh barang,positif
barang baguss,positif
murah bagus kualitas sama sama yg,positif
bagus sdh,positif
sukaa kurang nempel hehe pengiriman cepat packing rapih,netral
produk sesuai gambar deskripsi beda bentuk dikit,positif
packing bagus kiriman cepat recommended seller,positif
barang sesuai deskripsi kualitas oke pengiriman cepat,positif
mantap mencengkeram lengket kaca,positif
terima kasih cepat mantap,netral
warna random hitam semua,positif
sesuai deskripsi,positif
bagus semua cuma lebh varian warna nya dikirim,positif
brg sesuai etalase respon cpt thx,positif
barang sdah packing baik respon cheat baik skedar masukan aj usahakan barangnya dikrim ssuai request catatan pembeli but overall good,positif
sip terima kasih mantap,positif
barangnya cacat apa diperiksa dulu,negatif
sesuai deskripsi packing mantap,positif
muantap bos,positif
dipakai tetap okelah seller,positif
sesuai pesanan fast respon,positif
mantap sesuai bagus rekomendasi,positif
barang diterima baik terima kasih,positif
lumayan mudah n nempelnya lama,positif
recommended seller,positif
best price followed with quality lah hehehe,positif
barang sesuai pesanan cepat,positif
makasih barang sesuai order,positif
barang terima kasih,positif
barang thanks boss,positif
mantab thanks gan,positif
terima kasih,positif
merekat kuat terima kasih,positif
sesuai deskripsi delivery lah,positif
bintang berbicara,positif
lumayan cuma model nya beda sma yg gambar,netral
tingkatkan pelayanan jangan terulang kejadian,positif
sampe selamat tq sis bro,positif
berfungsi baik terima kasih,positif
barang gan,positif
lumayan paket udah sampe tangan tandi siang terima,positif
barang diterima oke trims,positif
terima kasih,positif
topp lahh,positif
terima kasih,positif
good job barang sesuai pesanan,positif
lumayan murah cocok,netral
murah bagus sesuai harganya,positif
respon cepat barang harga murah murahan proses pengiriman cepat terima kasih,positif
respon pengiriman cepat via jne,positif
sesuai permintaan sesui spek,positif
barang bagus kiriman cepat,positif
thx gan udah mendarat mulus,positif
produk bagus pengiriman lumayan,positif
sesuai dijual bagus,positif
barang diterima barang,positif
barang sesuai gambar,positif
warna nya sesuaii yg kan,negatif
yg okay masalah diminta warna smua dikasi mix gapapa thankyou,positif
sesuai gambar mudah mudahan lem m nya kuat nempel hp,positif
barangx dah masuk mksh,positif
terima kasih gan barang ditest berfungsi baik,positif
barang oke lem rapet,positif
makasih gan barang,positif
barang terima baik pelayanan cepat packing aman thanx,positif
sisinya sama satu bukan vacuum karet,positif
barang oke harga oke cuma pengiriman lama,positif
terima kasih perekat guritanya,positif
order pake gojek tanggal des baru dikirim tanggal des berbagai macam alasan padahal barangnya bagus,positif
mantaapss brohh order lagii,positif
gurita nya sdh terima kasih,positif
sesuai orderan paket dipacking rapi,positif
seller responsif barang bagus sesuai deskripsi packing baik,positif
terima ditulis ready hitam semua kok yg dikirim biru semua paling campur lah,positif
barang aman bos silahkan order sini gan barang jamin bagus berkualitas terima kasi,positif
terima kasih,positif
terima kasih next order,positif
thx gan barang oke punya ane terima,positif
terima kasih brng sdh sya trima,positif
kedua kalinya ane order sama agan memang benar recommended walaupun bentrok sama tgl merah idul adha pengiriman super cepat,positif
terima kasih barang terima kasih handphone tiam terima kasih tokopedia,positif
bagus n murah,positif
terima kasih,positif
warna pesanan barang sesuai,netral
ternyata bagian sisi satunya menggunakan lem model stiker kirain kedua sisinya berperekat tentakel semua bagus kok kuat rekatan tentakelnya y,positif
produk harga sangat terjangkau pengiriman sangat cepat,positif
arang murah kualitas murahan tahnks gan,positif
terima kasih,positif
nempel kaca ragu tempel motor soalnya bagian yg nempel hp cuma pake souble tip rentan kena debu,positif
cepat kulitas pertahankan,positif
proses cepat produk berfungsi baik,positif
lengket jkklofdaafuojffdvhuu,positif
terima kasih barang,positif
produk sesuai deskripsi berfungsi baik harga murah murahan terima kasih,positif
barang bagus tinggal liat durabiliti nya,netral
semoga bagus suaranya,positif
barangnya bagus pengiriman cepat,positif
semoga awet thk gan sukses,positif
mantap lah suara bagus bocor,positif
brg tiba selamat n berfungsi baik moga awet lah,positif
original cepat pengiriman,positif
kualitas barang sesuai harga,netral
produk bagus berfungsi normal sesuai gambar respon penjual cepat oke jasa pengirimannya slow terimakasih gan sukses y,positif
packing rapih mantull dah,positif
barang mulus semoga awet,positif
pesanan diterima terima kasih gan,positif
keseluruhan recommend,positif
earphone nya dateng ngga sama kabelnya packing cek dulu terima kasih ehe,negatif
barang berfungsi baik semoga awet recommended seller,positif
